c,h,l,n,o,t,v,vw,symbol,es_id
100731.5435,100937.45,100640.431,6,100803.325,2025-01-07T12:00:00Z,0.056449907,100798.943307,BTC/USD,BTC/USD_2025-01-07T12:00:00Z
100644.9,100978.11,100622.8,4,100783.1925,2025-01-07T13:00:00Z,0.008310593,100851.283869,BTC/USD,BTC/USD_2025-01-07T13:00:00Z
100009.485,100895.363,99751.861042183,22,100713.68,2025-01-07T14:00:00Z,0.648323022,100239.614313,BTC/USD,BTC/USD_2025-01-07T14:00:00Z
97890.0935,100099.7,97098.0745,42,99953.15,2025-01-07T15:00:00Z,0.740680446,97895.337125,BTC/USD,BTC/USD_2025-01-07T15:00:00Z
97714.0025,98350.305,97515.6175,17,97829.9825,2025-01-07T16:00:00Z,0.137299865,98010.749464,BTC/USD,BTC/USD_2025-01-07T16:00:00Z
97277.7415,97754.1175,96558.495,30,97737.6475,2025-01-07T17:00:00Z,0.38498752,97167.2518,BTC/USD,BTC/USD_2025-01-07T17:00:00Z
96686.122,97451.77,96590.486,16,97242.0,2025-01-07T18:00:00Z,0.280281124,97095.906885,BTC/USD,BTC/USD_2025-01-07T18:00:00Z
96399.285,97134.56,96324.555,14,96751.345,2025-01-07T19:00:00Z,0.032886684,96716.282201,BTC/USD,BTC/USD_2025-01-07T19:00:00Z
96517.138,96780.444,96113.238,123,96347.8345,2025-01-07T20:00:00Z,0.266202373,96434.594274,BTC/USD,BTC/USD_2025-01-07T20:00:00Z
96521.973,97039.325,96382.278,15,96465.3,2025-01-07T21:00:00Z,0.076985514,96697.49428,BTC/USD,BTC/USD_2025-01-07T21:00:00Z
97122.4925,97233.3,96413.27,8,96473.1605,2025-01-07T22:00:00Z,0.026593529,97110.541762,BTC/USD,BTC/USD_2025-01-07T22:00:00Z
96945.375,97167.112,96810.58,0,97064.0645,2025-01-07T23:00:00Z,0.0,96989.09975,BTC/USD,BTC/USD_2025-01-07T23:00:00Z
97232.509,97232.509,96717.455,28,96876.75,2025-01-08T00:00:00Z,0.037597868,97007.969462,BTC/USD,BTC/USD_2025-01-08T00:00:00Z
96852.175,97188.65,96614.395,4,97188.65,2025-01-08T01:00:00Z,0.006250641,96932.924344,BTC/USD,BTC/USD_2025-01-08T01:00:00Z
96885.38,97162.2,96771.82,3,96838.2585,2025-01-08T02:00:00Z,0.01001913,97085.055906,BTC/USD,BTC/USD_2025-01-08T02:00:00Z
96531.655,96820.0,96233.595,3,96804.619,2025-01-08T03:00:00Z,0.005457049,96518.956076,BTC/USD,BTC/USD_2025-01-08T03:00:00Z
96291.7865,96579.467,96137.076,0,96461.514,2025-01-08T04:00:00Z,0.0,96461.514,BTC/USD,BTC/USD_2025-01-08T04:00:00Z
96480.02,96656.78,96141.925,2,96354.45,2025-01-08T05:00:00Z,0.003105418,96410.305974,BTC/USD,BTC/USD_2025-01-08T05:00:00Z
95302.613900744,96669.5,95302.613900744,15,96547.409,2025-01-08T06:00:00Z,0.01772111,95975.051678,BTC/USD,BTC/USD_2025-01-08T06:00:00Z
95639.789,95774.05,95269.23,15,95344.479900744,2025-01-08T07:00:00Z,0.068947274,95486.731519,BTC/USD,BTC/USD_2025-01-08T07:00:00Z
95925.9155,96070.6,95521.123,5,95605.1845,2025-01-08T08:00:00Z,0.083446245,95650.23884,BTC/USD,BTC/USD_2025-01-08T08:00:00Z
95449.65,96046.842,95449.65,3,95965.0895,2025-01-08T09:00:00Z,0.042821078,95831.755919,BTC/USD,BTC/USD_2025-01-08T09:00:00Z
95973.824,96006.471,95444.128,7,95523.585,2025-01-08T10:00:00Z,0.017619145,95782.385922,BTC/USD,BTC/USD_2025-01-08T10:00:00Z
95124.9545,95991.68,94544.6805,14,95916.3,2025-01-08T11:00:00Z,0.207321799,95002.484978,BTC/USD,BTC/USD_2025-01-08T11:00:00Z
94851.447,95333.2,94801.81,11,95063.7445,2025-01-08T12:00:00Z,0.236317531,94963.194511,BTC/USD,BTC/USD_2025-01-08T12:00:00Z
95385.135,95628.146,94887.0105,7,94887.0105,2025-01-08T13:00:00Z,0.011897502,95398.957451,BTC/USD,BTC/USD_2025-01-08T13:00:00Z
95307.493,95827.71,94907.995,6,95460.425,2025-01-08T14:00:00Z,0.020024432,95213.463491,BTC/USD,BTC/USD_2025-01-08T14:00:00Z
95455.041,96059.599,94622.315136476,13,95281.4,2025-01-08T15:00:00Z,0.090821958,94802.761935,BTC/USD,BTC/USD_2025-01-08T15:00:00Z
94777.0395,95395.513,94607.885136476,11,95395.513,2025-01-08T16:00:00Z,1.071274264,95093.04364,BTC/USD,BTC/USD_2025-01-08T16:00:00Z
94017.238,94843.8,92551.15,49,94833.609,2025-01-08T17:00:00Z,0.80926783,93224.727461,BTC/USD,BTC/USD_2025-01-08T17:00:00Z
94258.882,95064.172,93770.8,14,94074.785,2025-01-08T18:00:00Z,0.03525725,94328.034324,BTC/USD,BTC/USD_2025-01-08T18:00:00Z
94216.4,94827.964,94058.956,8,94328.331,2025-01-08T19:00:00Z,0.007084298,94417.535462,BTC/USD,BTC/USD_2025-01-08T19:00:00Z
93976.6035,94384.32,93760.045,76,94248.79,2025-01-08T20:00:00Z,0.075979247,94206.604002,BTC/USD,BTC/USD_2025-01-08T20:00:00Z
94501.44,94567.03,93596.106327543,6,94031.667,2025-01-08T21:00:00Z,0.007894322,94188.696594,BTC/USD,BTC/USD_2025-01-08T21:00:00Z
95283.1415,95283.1415,94501.44,4,94560.8,2025-01-08T22:00:00Z,0.110660435,95086.777585,BTC/USD,BTC/USD_2025-01-08T22:00:00Z
95063.995,95238.8595,94892.01,2,95238.8595,2025-01-08T23:00:00Z,0.001683288,94958.366143,BTC/USD,BTC/USD_2025-01-08T23:00:00Z
95140.147,95140.147,94785.532,1,95029.6355,2025-01-09T00:00:00Z,0.0002,95016.58,BTC/USD,BTC/USD_2025-01-09T00:00:00Z
94955.135,95323.562,94955.135,1,95175.65,2025-01-09T01:00:00Z,0.000103041,95145.092,BTC/USD,BTC/USD_2025-01-09T01:00:00Z
94781.6,95007.7325,93443.134,3,95007.7325,2025-01-09T02:00:00Z,0.027517993,93576.612402,BTC/USD,BTC/USD_2025-01-09T02:00:00Z
93999.645,94737.453,93999.645,2,94737.453,2025-01-09T03:00:00Z,0.004599301,94191.513618,BTC/USD,BTC/USD_2025-01-09T03:00:00Z
94382.21,94460.645,93804.21,8,93938.09,2025-01-09T04:00:00Z,0.026123888,94199.557251,BTC/USD,BTC/USD_2025-01-09T04:00:00Z
94440.4,94555.9,94257.82,2,94358.25,2025-01-09T05:00:00Z,0.004102906,94428.212941,BTC/USD,BTC/USD_2025-01-09T05:00:00Z
94074.6,94537.905,94020.1245,2,94492.1555,2025-01-09T06:00:00Z,0.058074477,94392.220217,BTC/USD,BTC/USD_2025-01-09T06:00:00Z
93218.3335,94278.855,93181.26,4,94022.9435,2025-01-09T07:00:00Z,0.02755048,93905.133705,BTC/USD,BTC/USD_2025-01-09T07:00:00Z
92940.415,93389.6,92782.805,8,93266.58,2025-01-09T08:00:00Z,0.033648608,93218.092027,BTC/USD,BTC/USD_2025-01-09T08:00:00Z
93502.4625,93685.932,92997.371,6,93001.035,2025-01-09T09:00:00Z,0.017631973,93444.892786,BTC/USD,BTC/USD_2025-01-09T09:00:00Z
93391.8,93652.4,93022.2,3,93486.124,2025-01-09T10:00:00Z,0.006694605,93644.663826,BTC/USD,BTC/USD_2025-01-09T10:00:00Z
93433.764,93815.349,93235.5,5,93346.6705,2025-01-09T11:00:00Z,0.169175014,93533.428856,BTC/USD,BTC/USD_2025-01-09T11:00:00Z
93371.6,93680.55,93138.55,7,93365.023,2025-01-09T12:00:00Z,1.194322427,93407.986767,BTC/USD,BTC/USD_2025-01-09T12:00:00Z
91966.14,93432.6455,91907.2365,22,93411.73,2025-01-09T13:00:00Z,0.142865521,92447.253888,BTC/USD,BTC/USD_2025-01-09T13:00:00Z
92826.3985,92826.3985,91838.8771960295,25,91903.8315,2025-01-09T14:00:00Z,0.09271363,92346.058077,BTC/USD,BTC/USD_2025-01-09T14:00:00Z
94227.55,94552.55,92675.793,18,92877.74,2025-01-09T15:00:00Z,0.192847392,93504.019731,BTC/USD,BTC/USD_2025-01-09T15:00:00Z
94241.2295,94571.25,93885.4595,10,94158.694,2025-01-09T16:00:00Z,0.057551751,94304.904929,BTC/USD,BTC/USD_2025-01-09T16:00:00Z
92681.9065,94298.8975,92367.726153846,5,94298.8975,2025-01-09T17:00:00Z,1.283322438,93541.507537,BTC/USD,BTC/USD_2025-01-09T17:00:00Z
93067.955,93235.8335,92420.55,10,92623.915,2025-01-09T18:00:00Z,0.026665031,92765.689074,BTC/USD,BTC/USD_2025-01-09T18:00:00Z
91913.415,93341.93,91897.305,11,93020.7415,2025-01-09T19:00:00Z,0.036892472,92668.411791,BTC/USD,BTC/USD_2025-01-09T19:00:00Z
91876.942,92329.147,91260.4,120,91946.48,2025-01-09T20:00:00Z,0.471661038,91853.370672,BTC/USD,BTC/USD_2025-01-09T20:00:00Z
92087.1835,92469.9295,91788.75,9,91922.8565,2025-01-09T21:00:00Z,0.010178048,92190.998663,BTC/USD,BTC/USD_2025-01-09T21:00:00Z
92508.465,92685.083,91676.45,4,92151.137,2025-01-09T22:00:00Z,0.006408247,92496.16082,BTC/USD,BTC/USD_2025-01-09T22:00:00Z
92571.634,92677.398,92059.017,4,92443.69,2025-01-09T23:00:00Z,7.751e-05,92468.494784,BTC/USD,BTC/USD_2025-01-09T23:00:00Z
92783.0775,92850.3165,92465.718,3,92629.64,2025-01-10T00:00:00Z,0.002656375,92644.572698,BTC/USD,BTC/USD_2025-01-10T00:00:00Z
93100.6125,93159.285,92610.063,5,92814.49,2025-01-10T01:00:00Z,0.013573326,93027.855556,BTC/USD,BTC/USD_2025-01-10T01:00:00Z
93416.4,93709.804,93054.7,6,93176.245,2025-01-10T02:00:00Z,0.012273164,93342.523508,BTC/USD,BTC/USD_2025-01-10T02:00:00Z
93696.5715,93699.54,93325.206,1,93383.8,2025-01-10T03:00:00Z,5e-05,93594.46,BTC/USD,BTC/USD_2025-01-10T03:00:00Z
93800.859,93905.66,93516.945,5,93742.0555,2025-01-10T04:00:00Z,0.005494214,93740.90608,BTC/USD,BTC/USD_2025-01-10T04:00:00Z
93933.15,94248.084,93679.8025,2,93860.1,2025-01-10T05:00:00Z,0.000351528,94031.192574,BTC/USD,BTC/USD_2025-01-10T05:00:00Z
94229.989,94267.7275,93776.6005,3,93988.275,2025-01-10T06:00:00Z,0.16362015,94122.075017,BTC/USD,BTC/USD_2025-01-10T06:00:00Z
94476.25,94984.524,94100.5,11,94190.238,2025-01-10T07:00:00Z,0.036717272,94452.690475,BTC/USD,BTC/USD_2025-01-10T07:00:00Z
94673.363,94751.9,94436.5365,3,94534.64,2025-01-10T08:00:00Z,0.013014272,94576.999936,BTC/USD,BTC/USD_2025-01-10T08:00:00Z
94848.1775,95069.01,94566.1325,4,94647.8075,2025-01-10T09:00:00Z,0.009895058,94981.50928,BTC/USD,BTC/USD_2025-01-10T09:00:00Z
95269.738,95269.738,94788.2215,2,94878.685,2025-01-10T10:00:00Z,0.073365545,95059.328266,BTC/USD,BTC/USD_2025-01-10T10:00:00Z
95098.2895,95247.6,94644.485,2,95205.02,2025-01-10T11:00:00Z,0.020983069,95013.191854,BTC/USD,BTC/USD_2025-01-10T11:00:00Z
95047.625,95143.685,94769.9,1,95054.021,2025-01-10T12:00:00Z,4.9875e-05,94799.34,BTC/USD,BTC/USD_2025-01-10T12:00:00Z
93592.77,95023.42,92787.2975,8,94984.9555,2025-01-10T13:00:00Z,0.048974084,94523.282042,BTC/USD,BTC/USD_2025-01-10T13:00:00Z
94136.148,94641.802,93442.85,4,93532.77,2025-01-10T14:00:00Z,0.000540381,93914.647301,BTC/USD,BTC/USD_2025-01-10T14:00:00Z
93698.1965,94521.192,92285.4,18,94063.65,2025-01-10T15:00:00Z,0.129983055,94051.395028,BTC/USD,BTC/USD_2025-01-10T15:00:00Z
93637.82,94038.318,93165.9,15,93747.125,2025-01-10T16:00:00Z,0.010837195,93680.691541,BTC/USD,BTC/USD_2025-01-10T16:00:00Z
95775.4835,95808.025,93310.775,16,93690.9765,2025-01-10T17:00:00Z,0.074017856,94351.08663,BTC/USD,BTC/USD_2025-01-10T17:00:00Z
94867.35,95724.65,94638.895,9,95724.65,2025-01-10T18:00:00Z,0.024062078,94870.172481,BTC/USD,BTC/USD_2025-01-10T18:00:00Z
95310.17,95399.2705,94430.981,8,94907.035,2025-01-10T19:00:00Z,0.047456894,95033.881446,BTC/USD,BTC/USD_2025-01-10T19:00:00Z
94684.7935,95459.998,94616.585,98,95381.42,2025-01-10T20:00:00Z,0.158971639,94990.741674,BTC/USD,BTC/USD_2025-01-10T20:00:00Z
94634.758,94915.0,94634.758,6,94637.545,2025-01-10T21:00:00Z,0.000482842,94836.101009,BTC/USD,BTC/USD_2025-01-10T21:00:00Z
94739.253,94940.435,94600.485,3,94669.69,2025-01-10T22:00:00Z,0.001318089,94719.426653,BTC/USD,BTC/USD_2025-01-10T22:00:00Z
94710.4275,94891.728,94658.18,7,94731.263,2025-01-10T23:00:00Z,0.002219703,94869.916683,BTC/USD,BTC/USD_2025-01-10T23:00:00Z
94577.2895,94740.788,94363.694,7,94668.095,2025-01-11T00:00:00Z,0.011007826,94673.76385,BTC/USD,BTC/USD_2025-01-11T00:00:00Z
94432.698,94692.0145,94242.578,1,94627.625,2025-01-11T01:00:00Z,0.00037877,94588.05,BTC/USD,BTC/USD_2025-01-11T01:00:00Z
94445.629,94475.2,94216.65,8,94475.2,2025-01-11T02:00:00Z,0.048915865,94282.055981,BTC/USD,BTC/USD_2025-01-11T02:00:00Z
94167.328,94394.0125,94134.91,3,94394.0125,2025-01-11T03:00:00Z,0.000480078,94231.88557,BTC/USD,BTC/USD_2025-01-11T03:00:00Z
94033.365,94320.5005,93875.2645,0,94197.1,2025-01-11T04:00:00Z,0.0,94197.1,BTC/USD,BTC/USD_2025-01-11T04:00:00Z
94351.075,94353.95,94039.13,0,94064.7335,2025-01-11T05:00:00Z,0.0,94064.7335,BTC/USD,BTC/USD_2025-01-11T05:00:00Z
94238.17,94425.6845,94238.17,1,94382.273,2025-01-11T06:00:00Z,0.016509033,94399.3,BTC/USD,BTC/USD_2025-01-11T06:00:00Z
94233.551,94315.5385,94133.06,4,94236.6,2025-01-11T07:00:00Z,0.020229249,94218.505783,BTC/USD,BTC/USD_2025-01-11T07:00:00Z
94083.16,94422.52,94028.4955,3,94260.305,2025-01-11T08:00:00Z,0.144860749,94287.454797,BTC/USD,BTC/USD_2025-01-11T08:00:00Z
94289.35,94295.1,94021.688,3,94021.688,2025-01-11T09:00:00Z,0.001362364,94237.467887,BTC/USD,BTC/USD_2025-01-11T09:00:00Z
94459.06,94485.9515,94275.85,5,94335.275,2025-01-11T10:00:00Z,0.037446154,94374.927748,BTC/USD,BTC/USD_2025-01-11T10:00:00Z
94574.93,94749.2415,94436.1855,1,94436.1855,2025-01-11T11:00:00Z,0.00084577,94556.52,BTC/USD,BTC/USD_2025-01-11T11:00:00Z
94517.776,94588.5995,94491.525,1,94544.5,2025-01-11T12:00:00Z,0.001028863,94574.175,BTC/USD,BTC/USD_2025-01-11T12:00:00Z
94427.3865,94576.5075,94333.4435,1,94576.256,2025-01-11T13:00:00Z,0.000309131,94429.6,BTC/USD,BTC/USD_2025-01-11T13:00:00Z
94593.9175,94594.185,94313.1925,1,94373.705,2025-01-11T14:00:00Z,0.0004,94529.412,BTC/USD,BTC/USD_2025-01-11T14:00:00Z
94398.95,94613.0505,94339.933,3,94562.45,2025-01-11T15:00:00Z,0.012452586,94577.69751,BTC/USD,BTC/USD_2025-01-11T15:00:00Z
94411.6405,94699.375,94278.16,23,94473.5,2025-01-11T16:00:00Z,0.171067049,94472.149486,BTC/USD,BTC/USD_2025-01-11T16:00:00Z
94083.4985,94394.195,93956.145,4,94394.195,2025-01-11T17:00:00Z,0.001274,94343.225584,BTC/USD,BTC/USD_2025-01-11T17:00:00Z
94248.2725,94260.433,94057.5,5,94143.525,2025-01-11T18:00:00Z,0.000206,94153.854327,BTC/USD,BTC/USD_2025-01-11T18:00:00Z
94180.73,94269.31,94029.9635,4,94207.57,2025-01-11T19:00:00Z,0.01145708,94047.165078,BTC/USD,BTC/USD_2025-01-11T19:00:00Z
94559.63,94669.559,94141.4545,90,94246.8,2025-01-11T20:00:00Z,0.037587926,94476.214541,BTC/USD,BTC/USD_2025-01-11T20:00:00Z
94892.195,95003.96,94567.322,7,94614.036,2025-01-11T21:00:00Z,0.005801341,94856.043398,BTC/USD,BTC/USD_2025-01-11T21:00:00Z
94589.25,94945.2365,94541.727,8,94945.2365,2025-01-11T22:00:00Z,0.056185806,94935.284321,BTC/USD,BTC/USD_2025-01-11T22:00:00Z
94531.1745,94801.63,94502.0,7,94635.21,2025-01-11T23:00:00Z,0.000552009,94590.847359,BTC/USD,BTC/USD_2025-01-11T23:00:00Z
94386.64,94680.593,94386.64,2,94588.019,2025-01-12T00:00:00Z,0.0102,94583.422333,BTC/USD,BTC/USD_2025-01-12T00:00:00Z
94566.445,94566.445,94276.6385,2,94371.5395,2025-01-12T01:00:00Z,0.015155692,94383.644183,BTC/USD,BTC/USD_2025-01-12T01:00:00Z
94613.745,94621.715,94441.251,0,94511.8855,2025-01-12T02:00:00Z,0.0,94511.8855,BTC/USD,BTC/USD_2025-01-12T02:00:00Z
94559.75,94657.485,94367.767,1,94657.485,2025-01-12T03:00:00Z,0.060149443,94367.767,BTC/USD,BTC/USD_2025-01-12T03:00:00Z
94516.44,94659.4,94497.58,3,94560.9245,2025-01-12T04:00:00Z,0.000892649,94637.121579,BTC/USD,BTC/USD_2025-01-12T04:00:00Z
94497.8,94599.5795,94497.8,0,94579.717,2025-01-12T05:00:00Z,0.0,94579.717,BTC/USD,BTC/USD_2025-01-12T05:00:00Z
94330.725,94555.01,94330.725,1,94555.01,2025-01-12T06:00:00Z,0.0002,94450.0,BTC/USD,BTC/USD_2025-01-12T06:00:00Z
94302.402,94427.8,94249.0255,4,94408.0715,2025-01-12T07:00:00Z,0.032418011,94414.093422,BTC/USD,BTC/USD_2025-01-12T07:00:00Z
94100.67,94391.817,94098.88,3,94298.2825,2025-01-12T08:00:00Z,0.11312886,94277.807364,BTC/USD,BTC/USD_2025-01-12T08:00:00Z
93867.683,94198.376,93697.85,5,94157.785,2025-01-12T09:00:00Z,0.002058466,94016.620999,BTC/USD,BTC/USD_2025-01-12T09:00:00Z
93987.88,94073.91,93809.43,4,93827.8535,2025-01-12T10:00:00Z,0.003429535,93839.901049,BTC/USD,BTC/USD_2025-01-12T10:00:00Z
94203.535,94381.593,93923.9,10,94057.73,2025-01-12T11:00:00Z,0.008757989,94295.916951,BTC/USD,BTC/USD_2025-01-12T11:00:00Z
94287.1865,94546.382,94094.3,3,94181.7585,2025-01-12T12:00:00Z,0.00064235,94280.295201,BTC/USD,BTC/USD_2025-01-12T12:00:00Z
94634.3475,94728.018,94289.64,6,94310.1825,2025-01-12T13:00:00Z,0.00022678,94676.552703,BTC/USD,BTC/USD_2025-01-12T13:00:00Z
94725.6695,94943.82,94689.805,9,94689.805,2025-01-12T14:00:00Z,0.0004475,94762.658769,BTC/USD,BTC/USD_2025-01-12T14:00:00Z
95006.435,95384.25,94611.789,7,94737.75,2025-01-12T15:00:00Z,0.00265821,95001.851696,BTC/USD,BTC/USD_2025-01-12T15:00:00Z
94970.853,95096.84,94767.569,16,95022.65,2025-01-12T16:00:00Z,0.051836667,94946.533217,BTC/USD,BTC/USD_2025-01-12T16:00:00Z
95105.85,95210.59,94959.312,14,95032.6595,2025-01-12T17:00:00Z,0.010867448,95052.507775,BTC/USD,BTC/USD_2025-01-12T17:00:00Z
94966.8285,95276.33,94871.22,13,95138.95,2025-01-12T18:00:00Z,0.001769776,95167.238918,BTC/USD,BTC/USD_2025-01-12T18:00:00Z
94612.0555,95031.02,94538.64,10,94994.87,2025-01-12T19:00:00Z,0.0212618,94756.710541,BTC/USD,BTC/USD_2025-01-12T19:00:00Z
94628.6545,94762.361,94538.1,57,94674.711,2025-01-12T20:00:00Z,0.083976064,94642.030777,BTC/USD,BTC/USD_2025-01-12T20:00:00Z
94316.974,94707.25,94316.974,3,94674.85,2025-01-12T21:00:00Z,0.057681527,94394.490029,BTC/USD,BTC/USD_2025-01-12T21:00:00Z
93909.45,94369.84,93775.994,9,94369.84,2025-01-12T22:00:00Z,0.003228029,93929.158456,BTC/USD,BTC/USD_2025-01-12T22:00:00Z
94512.89,94520.3865,93975.575,5,93975.575,2025-01-12T23:00:00Z,0.000669512,94144.453606,BTC/USD,BTC/USD_2025-01-12T23:00:00Z
95295.13,95830.9,94392.322,5,94558.75,2025-01-13T00:00:00Z,0.01058125,94912.351362,BTC/USD,BTC/USD_2025-01-13T00:00:00Z
94217.85,95353.644,94099.611,4,95353.644,2025-01-13T01:00:00Z,0.002809822,94541.137721,BTC/USD,BTC/USD_2025-01-13T01:00:00Z
94144.011,94451.0015,93896.485,3,94163.537,2025-01-13T02:00:00Z,0.227463046,94003.137912,BTC/USD,BTC/USD_2025-01-13T02:00:00Z
94225.7,94367.4505,93963.422,2,94091.7,2025-01-13T03:00:00Z,0.000667826,94107.39271,BTC/USD,BTC/USD_2025-01-13T03:00:00Z
94467.23,94942.51,94195.9785,34,94195.9785,2025-01-13T04:00:00Z,4.016317371,94745.962747,BTC/USD,BTC/USD_2025-01-13T04:00:00Z
94153.0455,94445.2225,94028.51,5,94445.2225,2025-01-13T05:00:00Z,0.008490248,94188.235497,BTC/USD,BTC/USD_2025-01-13T05:00:00Z
93590.758,94294.245,93277.2,6,94066.35,2025-01-13T06:00:00Z,0.333862098,93835.098843,BTC/USD,BTC/USD_2025-01-13T06:00:00Z
93512.635,93865.735,93458.981,2,93647.2555,2025-01-13T07:00:00Z,0.020596673,93709.269464,BTC/USD,BTC/USD_2025-01-13T07:00:00Z
93023.52,93584.9465,92867.8686116625,12,93568.36,2025-01-13T08:00:00Z,0.055300622,93092.914375,BTC/USD,BTC/USD_2025-01-13T08:00:00Z
92841.189,93114.778,92611.036,7,92965.45,2025-01-13T09:00:00Z,0.013327735,92875.978121,BTC/USD,BTC/USD_2025-01-13T09:00:00Z
91579.8,92810.3785,91391.705,28,92810.3785,2025-01-13T10:00:00Z,0.783305101,92051.091791,BTC/USD,BTC/USD_2025-01-13T10:00:00Z
